setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
csclubj,"Capcom Sports Club (JP, 970722)",Japan,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclubj,"Capcom Sports Club (JP, 970722)",Japan,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclubjy,"Capcom Sports Club (JP, 970722, yellow case)",Japan,"970722, yellow case",yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
cworld2j,"Adventure Quiz Capcom 2 (JP, 920611)",Japan,920611,no,,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n/a,,2 (simultaneous),n/a,n/a,4
cworld2ja,"Adventure Quiz Capcom 2 (JP, 920611, B-Board 90629B-3, no battery)",Japan,"920611, B-Board 90629B-3, no battery",yes,Adventure Quiz Capcom World 2,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n/a,,2 (simultaneous),n/a,n/a,4
cworld2jb,"Adventure Quiz Capcom 2 (JP, 920611, B-Board 91634B-2)",Japan,"920611, B-Board 91634B-2",yes,Adventure Quiz Capcom World 2,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n/a,,2 (simultaneous),n/a,n/a,4
cybots,"Cyberbots- Fullmetal Madness (EU, 950424)",Europe,950424,no,,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,4
cybotsj,"Cyberbots- Fullmetal Madness (JP, 940524)",Japan,940524,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,4
cybotsu,"Cyberbots- Fullmetal Madness (US, 950420)",USA,950420,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,4
daimakai,Daimakaimura (JP),Japan,,no,,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
daimakair,"Daimakaimura (Japan Resale Ver.) (JP, Resale v2)",Japan,Resale v2,yes,Ghouls 'n Ghosts,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
daimakair,"Daimakaimura (JP, Resale)",Japan,Resale,yes,Ghouls 'n Ghosts,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ddragon,Double Dragon (JP),Japan,,no,,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragon2,Double Dragon II- The Revenge (US),USA,,yes,Double Dragon II,,Double Dragon,no,no,1988,Technos Japan,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragon2,Double Dragon II- The Revenge (W),World,,no,,,Double Dragon,no,no,1988,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragon2j,Double Dragon II- The Revenge (JP),Japan,,yes,Double Dragon II,,Double Dragon,no,no,1988,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonb2,Double Dragon [bl],,,yes,Double Dragon,,Double Dragon,no,yes,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonu,"Double Dragon (US, Set 1)",USA,Set 1,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonua,"Double Dragon (US, Set 2)",USA,Set 2,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonub,"Double Dragon (US, Set 3)",USA,Set 3,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonw,"Double Dragon (W, Set 1)",World,Set 1,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonw1,"Double Dragon (W, Set 2)",World,Set 2,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddsom,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960619)",Europe,960619,no,,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsoma,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 96061)",Asia,96061,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsoma,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 960619)",Asia,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomar1,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 960208)",Asia,960208,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomb,"Dungeons &amp; Dragons- Shadow over Mystara (W, 960223)",World,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomh,"Dungeons &amp; Dragons- Shadow over Mystara (HS, 960223)",Hispanic,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomj,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960619)",Japan,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomjr1,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960206)",Japan,960206,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomjr2,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 96022)",Japan,96022,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomjr2,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960223)",Japan,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomr1,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960223)",Europe,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomr2,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960209)",Europe,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomr3,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960208)",Europe,960208,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomu,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960619)",USA,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomur1,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960209)",USA,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtod,"Dungeons &amp; Dragons- Tower of Doom (EU, 940412)",Europe,940412,no,,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtoda,"Dungeons &amp; Dragons- Tower of Doom (AS, 940412)",Asia,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodar1,"Dungeons &amp; Dragons- Tower of Doom (AS, 940113)",Asia,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodh,"Dungeons &amp; Dragons- Tower of Doom (HS, 940412)",Hispanic,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodhr1,"Dungeons &amp; Dragons- Tower of Doom (HS, 940125)",Hispanic,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodhr2,"Dungeons &amp; Dragons- Tower of Doom (HS, 940113)",Hispanic,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodj,"Dungeons &amp; Dragons- Tower of Doom (JP, 940412)",Japan,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodjr1,"Dungeons &amp; Dragons- Tower of Doom (JP, 940412)",Japan,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodjr2,"Dungeons &amp; Dragons- Tower of Doom (JP, 940113)",Japan,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodr1,"Dungeons &amp; Dragons- Tower of Doom (EU, 940113)",Europe,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodu,"Dungeons &amp; Dragons- Tower of Doom (US, 940125)",USA,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodur1,"Dungeons &amp; Dragons- Tower of Doom (US, 940113)",USA,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
dimahoo,"Dimahoo (EU, 000121)",Europe,000121,no,,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dimahoo,"Dimahoo (EU, 000121)",Europe,000121,no,,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dimahoou,"Dimahoo (US, 000121)",USA,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dimahoou,"Dimahoo (US, 000121)",USA,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dino,"Cadillacs and Dinosaurs (W, 930201)",World,930201,no,,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinoa,"Cadillacs and Dinosaurs (AS, 930223)",Asia,930223,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinohunt,"Dinosaur Hunter (Cadillacs and Dinosaurs, CPS1, Chinese) [bl]",,"Cadillacs and Dinosaurs, CPS1, Chinese",yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,yes,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinohunt,"Dinosaur Hunter (Cadillacs and Dinosaurs, CPS1.5, Chinese) [bl]",,"Cadillacs and Dinosaurs, CPS1.5, Chinese",yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,yes,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinoj,"Cadillacs- Kyouryuu Shin Seiki (JP, 930201)",Japan,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinou,"Cadillacs and Dinosaurs (US, 930201)",USA,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dland,Dream Land- Super Dream Land (Bubble Bobble) [bl],,Bubble Bobble,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
dstlk,"Darkstalkers- The Night Warriors (EU, 940705)",Europe,940705,no,,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlka,"Darkstalkers- The Night Warriors (AS, 940705)",Asia,940705,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlkh,"Darkstalkers- The Night Warriors (HS, 940818)",Hispanic,940818,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlku,"Darkstalkers- The Night Warriors (US, 940818)",USA,940818,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlkur1,"Darkstalkers- The Night Warriors (US, 940705)",USA,940705,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dumpmtmt,"Dump Matsumoto (JP, 317-0011a)",Japan,317-0011a,yes,Body Slam,Sega System 16A,,no,no,1986,Sega,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddux,"Dynamite Dux (W, Set 3)",World,"Set 3, FD1094 317-0096",no,,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
ddux1,"Dynamite Dux (W, Set 1)",World,"Set 1, 8751 317-0095",yes,Dynamite Dux,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
dduxj,"Dynamite Dux (JP, Set 2)",Japan,"Set 2, FD1094 317-0094",yes,Dynamite Dux,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
dynwar,"Dynasty Wars (US, 89624B)",USA,89624B,no,,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
dynwara,"Dynasty Wars (US, 88622B-3)",USA,88622B-3,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
dynwarj,Tenchi wo Kurau (JP),Japan,,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
dynwarjr,"Tenchi wo Kurau (JP, Resale)",Japan,Resale,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ecofghtr,"Eco Fighters (W, 931203)",World,931203,no,,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtra,"Eco Fighters (AS, 931203)",Asia,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtrh,"Eco Fighters (HS, 931203)",Hispanic,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtru,"Eco Fighters (US, 940215)",USA,940215,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtru1,"Eco Fighters (US, 931203)",USA,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eswat,"E-Swat - Cyber Police (W, Set 4)",World,"Set 4, FD1094 317-0130",no,,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eswatj1,"E-Swat - Cyber Police (JP, Set 1)",World,"Set 1, FD1094 317-0131",yes,E-Swat,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eswatu,"E-Swat - Cyber Police (US, Set 3)",World,"Set 3, FD1094 317-0129",yes,E-Swat,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
f1dream,F-1 Dream,,,no,,,,no,no,1988,Capcom,Racing,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzone,"Fantasy Zone (W, Rev A)",World,"Rev A, No Protection",no,,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzone1,"Fantasy Zone (W, No Protection)",World,No Protection,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonee,"Fantasy Zone (W, 317-0016)",World,317-0016,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonep,"Fantasy Zone (W, 317-5000)",World,317-5000,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonepr,"Fantasy Zone (W, Prototype)",World,Prototype,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fastlane,Fast Lane (W),World,,no,,,,no,no,1987,Konami,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,2
ffight,"Final Fight (W, Set 1)",World,Set 1,no,,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffighta,"Final Fight (W, Set 2)",World,Set 2,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightae,Final Fight 30th Anniversary Edition [hb],,,yes,Final Fight,Capcom CPS-1,Final Fight,yes,no,2020,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,3
ffightj,Final Fight (JP),Japan,,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj1,"Final Fight (JP, 900112)",Japan,900112,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj2,"Final Fight (JP, 900305)",Japan,900305,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj3,"Final Fight (JP, 900405)",Japan,900405,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj4,"Final Fight (JP, 900613)",Japan,900613,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightu,"Final Fight (US, Set 1)",USA,Set 1,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightu1,"Final Fight (US, Set 2)",USA,Set 2,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightua,"Final Fight (US, 900112)",USA,900112,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightub,"Final Fight (US, 900424)",USA,900424,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightuc,"Final Fight (US, 900613)",USA,900613,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
fpoint,"Flash Point (JP, Set 2)",Japan,"Set 2, FD1094 317-0127A",no,,Sega System 16B,,no,no,1989,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
fpoint1,"Flash Point (JP, Set 1)",Japan,"Set 1, FD1094 317-0127A",yes,Flash Point,Sega System 16B,,no,no,1989,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
forgottn,"Forgotten Worlds (W, Newer)",World,Newer,no,,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
forgottna,Forgotten Worlds (W),World,,yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
forgottnu,"Forgotten Worlds (US, Rev C, 88621B-2)",USA,"Rev C, 88621B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnua,"Forgotten Worlds (US, Rev A, 88616B)",USA,"Rev A, 88616B",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnuaa,"Forgotten Worlds (US, Rev AA, 88618B-2)",USA,"Rev AA, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnuc,"Forgotten Worlds (US, Rev C, 88618B-2)",USA,"Rev C, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnue,"Forgotten Worlds (US, Rev E, 88618B-2)",USA,"Rev E, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
galagax,1942 (Galaxy X) [hb],,Galaxy X,yes,1942,Capcom CPS-0,19XX,yes,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
ganbare,"Ganbare! Marine Kun (JP, 2K0411)",Japan,2K0411,no,,Capcom CPS-1,,no,no,2000,Capcom,Shooter - Gallery,,15kHz,horizontal,n/a,,1,4-way,,2
ghouls,"Ghouls'n Ghosts (W, Patched)",World,Patched,yes,Ghouls 'n Ghosts,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ghouls,Ghouls'n Ghosts (W),World,,no,,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ghoulsu,Ghouls'n Ghosts (US),USA,,yes,Ghouls 'n Ghosts,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
gigawing,"Giga Wing (US, 990222)",USA,990222,no,,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
gigawinga,"Giga Wing (AS, 990222)",Asia,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
