setname,name,name_notnice,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,joystick,special_controls,buttons
1941,"1941- Counter Attack (W, 900227)",1941  Counter Attack -World 900227-,World,900227,no,,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942,"1942 (W, Rev B)",1942,World,Rev B,no,,Capcom CPS-0,19XX,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1943,1943- The Battle of Midway (EU),1943 The Battle of Midway (Euro),Europe,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1944,"1944- The Loop Master (EU, 000620)",1944 The Loop Master (Euro 000620),Europe,000620,no,,Capcom CPS-2,19XX,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,horizontal,yes,,2 (simultaneous),8-way,n/a,2
1941j,1941- Counter Attack (JP),1941  Counter Attack -Japan-,Japan,,yes,1941- Counter Attack,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1941r1,1941- Counter Attack (W),1941  Counter Attack -World-,World,,yes,1941- Counter Attack,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1941u,"1941- Counter Attack (US, 900227)",1941  Counter Attack -USA 900227-,USA,900227,yes,1941- Counter Attack,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942a,1942 (Rev A),1942 (Revision A),,Rev A,yes,1942,Capcom CPS-0,19XX,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942b,1942 (First Version),1942 (First Version),,First Version,yes,1942,Capcom CPS-0,19XX,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942c64,1942 (C64 BGM) [hb],1942 (With C64 music) - HBMame,,C64 BGM,yes,1942,Capcom CPS-0,19XX,yes,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942fpa,1942 (Attract Mode) [hb],1942 (With attract mode in free play) - HBMame,,Attract Mode,yes,1942,Capcom CPS-0,19XX,yes,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942h,Supercharger 1942 (Set 2) [hb],Supercharger 1942,,Set 2,yes,1942,Capcom CPS-0,19XX,yes,no,1991,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942w,1942 (Williams),1942 (Williams Electronics license),,Williams,yes,1942,Capcom CPS-0,19XX,no,no,1984,Capcom / Williams,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1943h,1943- The Battle of Midway [bl],"1943 The Battle of Midway (bootleg set 2, hack of Japan set) - HBMame",,,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,no,yes,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943j,"1943- Midway Kaisen (JP, Rev B)",1943 Midway Kaisen,Japan,Rev B,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943ja,1943- Midway Kaisen (JP),1943 Midway Kaisen (Japan),Japan,,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943jah,1943- Midway Kaisen (no Protection) [hb],"1943 Midway Kaisen (Japan, no protection hack)",,no Protection,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,yes,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943kai,1943- Kai Midway Kaisen (JP),1943 Kai Midway Kaisen,Japan,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1943kais01,"1943- Kai Midway Kaisen (Ex Super, v090210) [hb]",1943 Kai Midway Kaisen(Ex Super Version 2009-02-10) - HBMame,,"Ex Super, v090210",yes,1943- The Battle of Midway,Capcom CPS-0,19XX,yes,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943mii,1943- The Battle of Midway Mark II (US),1943 The Battle of Midway Mark II,USA,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943u,1943- The Battle of Midway (US),1943 The Battle of Midway,USA,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943ua,1943- The Battle of Midway (US),1943 The Battle of Midway (US),USA,,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1944j,"1944- The Loop Master (JP, 000620)",1944 The Loop Master (Japan 000620),Japan,000620,yes,1944- The Loop Master,Capcom CPS-2,19XX,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,horizontal,yes,,2 (simultaneous),8-way,n/a,2
1944u,"1944- The Loop Master (US, 000620)",1944 The Loop Master (USA 000620),USA,000620,yes,1944- The Loop Master,Capcom CPS-2,19XX,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,horizontal,yes,,2 (simultaneous),8-way,n/a,2
19xx,"19XX- The War Against Destiny (EU, 960104)",19XX The War Against Destiny (Euro 960104),Europe,960104,no,,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxa,"19XX- The War Against Destiny (AS, 960104)",19XX The War Against Destiny (Asia 960104),Asia,960104,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxar1,"19XX- The War Against Destiny (AS, 951207)",19XX The War Against Destiny (Asia 951207),Asia,951207,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxb,"19XX- The War Against Destiny (W, 951218)",19XX The War Against Destiny (Brazil 951218),World,951218,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxh,"19XX- The War Against Destiny (HS, 951218)",19XX The War Against Destiny (Hispanic 951218),Hispanic,951218,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxj,"19XX- The War Against Destiny (JP, 960104)","19XX The War Against Destiny (Japan 960104, yellow case)",Japan,960104,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxjr1,"19XX- The War Against Destiny (JP, 951225)",19XX The War Against Destiny (Japan 951225),Japan,951225,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxjr2,"19XX- The War Against Destiny (JP, 951207)",19XX The War Against Destiny (Japan 951207),Japan,951207,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxu,"19XX- The War Against Destiny (US, 951207)",19XX The War Against Destiny (USA 951207),USA,951207,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
3wonders,"Three Wonders (W, 910520)",Three Wonders -World 910520-,World,910520,no,,Capcom CPS-1,,no,no,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersb,Three Wonders [bl],Three Wonders -bootleg-,,,yes,Three Wonders,Capcom CPS-1,,no,yes,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersh,Three Wonders (Hack) [bl],Three Wonders -hack-,,Hack,yes,Three Wonders,Capcom CPS-1,,no,yes,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersr1,"Three Wonders (W, 910513)",Three Wonders -World 910513-,World,910513,yes,Three Wonders,Capcom CPS-1,,no,no,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersu,"Three Wonders (US, 920520)",Three Wonders -USA 910520-,USA,920520,yes,Three Wonders,Capcom CPS-1,,no,no,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
afighter,"Action Fighter (W, 317-0018)","Action Fighter (World, S16A) [FD1089 317-0018]",World,317-0018,no,,Sega System 16A,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afightera,"Action Fighter (W, No Protection)","Action Fighter (World, S16A) [No Protection]",World,No Protection,yes,Action Fighter,Sega System 16A,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afighterc,"Action Fighter (W, 317-xxxx)","Action Fighter (World, S16A) [FD1089B 317-xxxx]",World,FD1089B 317-xxxx,yes,Action Fighter,Sega System 16A,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afighterg,"Action Fighter (W, 317-unknown)","Action Fighter (System 16B, FD1089B 317-unknown)",World,FD1089B 317-unknown,yes,Action Fighter,Sega System 16B,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afighterh,"Action Fighter (W, 317-0018)","Action Fighter (System 16B, FD1089A 317-0018)",World,FD1089A 317-0018,yes,Action Fighter,Sega System 16B,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
alexkidd,"Alex Kidd- The Lost Stars (W, Set 2)","Alex Kidd- The Lost Stars (Set 2, World, S16A) [No Protection]",World,"Set 2, No Protection",no,,Sega System 16A,,no,no,1986,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
alexkidd1,"Alex Kidd- The Lost Stars (W, Set 1)","Alex Kidd The Lost Stars (Set 1, World, S16A) [FD1089A 317-0021]",World,"Set 1, 317-0021",yes,Alex Kidd,Sega System 16A,,no,no,1986,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
aliensyn,"Alien Syndrome (W, Set 4)","Alien Syndrome (Set 4, System16B, unprotected)",World,Set 4,no,,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensyn2,"Alien Syndrome (W, Set 2)","Alien Syndrome (Set 2, World, S16A) [FD1089A 317-0033]",World,Set 2,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensyn3,"Alien Syndrome (W, Set 3)","Alien Syndrome (Set 3, System 16B, FD1089A 317-0033)",World,Set 3,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensyn5,"Alien Syndrome (W, Set 5)","Alien Syndrome (Set 5, World, S16A) [FD1089B 317-0037]",World,Set 5,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensynjo,"Alien Syndrome (JP, Set 1)","Alien Syndrome (Set 1, Japan, S16A) [FD1089A 317-0033]",Japan,Set 1,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
altbeast5,"Altered Beast (W, Set 5)",Altered Beast (set 5) (FD1094 317-0069),World,Set 5,yes,Altered Beast,Sega System 16B,,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
altbeastj1,"Juuouki (JP, Set 1)","Juuouki (set 1, Japan) (FD1094 317-0065)",Japan,Set 1,yes,Altered Beast,Sega System 16B,,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
altbeastj3,"Juuouki (JP, Set 3)","Juuouki (set 3, Japan) (FD1094 317-0068)",Japan,Set 3,yes,Altered Beast,Sega System 16B,,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
area88,Area 88 (JP),Area 88 -Japan-,Japan,,yes,U.N. Squadron,Capcom CPS-1,U.N. Squadron,no,no,1989,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
area88r,"Area 88 (JP, Resale)",Area 88 -Japan Resale Ver.-,Japan,Resale,yes,U.N. Squadron,Capcom CPS-1,U.N. Squadron,no,no,1989,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
armwar,"Armored Warriors (EU, 941024)",Armored Warriors (Euro 941024),Europe,941024,no,,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwara,"Armored Warriors (AS, 941024)",Armored Warriors (Asia 941024),Asia,941024,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwarar1,"Armored Warriors (AS, 940920)",Armored Warriors (Asia 940920),Asia,940920,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwarr1,"Armored Warriors (EU, 941011)",Armored Warriors (Euro 941011),Europe,941011,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwaru,"Armored Warriors (US, 941024)",Armored Warriors (USA 941024),USA,941024,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwaru1,"Armored Warriors (US, 940920)",Armored Warriors (USA 940920),USA,940920,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
aurailj,"Aurail (JP, Set 1)","Aurail (set 1, Japan) (FD1089A 317-0167)",Japan,"Set 1, FD1089A 317-0167",yes,Aurail,Sega System 16B,,no,no,1990,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (alternating),8-way,n/a,3
aurail1,"Aurail (W, Set 2)","Aurail (set 2, World) (FD1089B 317-0168)",World,"Set 2, FD1089B 317-0168",yes,Aurail,Sega System 16B,,no,no,1990,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (alternating),8-way,n/a,3
aurail,"Aurail (US, Set 3)","Aurail (set 3, US) (unprotected)",USA,"Set 3, unprotected",yes,Aurail,Sega System 16B,,no,no,1990,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (alternating),8-way,n/a,3
avsp,"Alien vs. Predator (EU, 940520)",Alien vs. Predator (Euro 940520),Europe,940520,no,,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avspa,"Alien vs. Predator (AS, 940520)",Alien vs. Predator (Asia 940520),Asia,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avsph,"Alien vs. Predator (HS, 940520)",Alien vs. Predator (Hispanic 940520),Hispanic,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avspj,"Alien vs. Predator (JP, 940520)",Alien vs. Predator (Japan 940520),Japan,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avspu,"Alien vs. Predator (US, 940520)",Alien vs. Predator (USA 940520),USA,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
batcir,"Battle Circuit (EU, 970319)",Battle Circuit (Euro 970319),Europe,970319,no,,Capcom CPS-2,,no,no,1997,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,2
batcira,"Battle Circuit (AS, 970319)",Battle Circuit (Asia 970319),Asia,970319,yes,Battle Circuit,Capcom CPS-2,,no,no,1997,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,2
batcirj,"Battle Circuit (JP, 970319)",Battle Circuit (Japan 970319),Japan,970319,yes,Battle Circuit,Capcom CPS-2,,no,no,1997,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,2
bbredux,"Bubble Bobble (Redux, for BB PCB) [bl]",Bubble Bobble (bootleg redux hack for Bobble Bobble PCB),,"Redux, for BB PCB",yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bionicc,Bionic Commando,Bionic Commando,,,no,,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
bionicc1,"Bionic Commando (US, Set 1)",Bionic Commando (US set 1),USA,Set 1,yes,Bionic Commando,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
bionicc2,"Bionic Commando (US, Set 2)",Bionic Commando (US set 2),USA,Set 2,yes,Bionic Commando,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
bioniccbl2,Bionic Commandos (Set 2) [bl],"Bionic Commandos (bootleg, set 2)",,Set 2,yes,Bionic Commando,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Dragon (JP),Black Dragon (Japan),Japan,,yes,Black Tiger,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Dragon [bl],Black Dragon (bootleg),,,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger,Black Tiger,,,no,,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger (Older),Black Tiger (older),,Older,yes,Black Tiger,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger (Set 1) [bl],Black Tiger (bootleg set 1),,Set 1,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger (Set 2) [bl],Black Tiger (bootleg set 2),,Set 2,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger- Black Dragon (Mixed) [bl],Black Tiger - Black Dragon (mixed bootleg),,Mixed,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
boblbobl,Bobble Bobble (Bubble Bobble) [bl],Bobble Bobble (bootleg of Bubble Bobble),,Bubble Bobble,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
boblcave,"Bubble Bobble- Lost Cave (v1.2, Bubble Bobble PCB) [hb]",Bubble Bobble Lost Cave V1.2 (for Bobble Bobble PCB),,"v1.2, Bubble Bobble PCB",yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bodyslam,"Body Slam (World, 317-0015)","Body Slam (World, S16) [8751 317-0015]",World,317-0015,no,,Sega System 16A,,no,no,1986,Sega,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
bub68705,Bubble Bobble (68705) [bl],Bubble Bobble (bootleg with 68705),,68705,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublbobl,Bubble Bobble (68705) [bl],"Bubble Bobble (Japan, Ver 0.1)",Japan,v0.1,no,,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublbobl1,"Bubble Bobble (JP, v0.0)","Bubble Bobble (Japan, Ver 0.0)",Japan,v0.0,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblb,Bubble Bobble (Bubble Bobble PCB) [bl],Bubble Bobble (for Bobble Bobble PCB),,Bubble Bobble PCB,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblp,Bubble Bobble (Tokio Prototype),Bubble Bobble (prototype on Tokio hardware),,Tokio Prototype,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblr,"Bubble Bobble (US, v5.1)","Bubble Bobble (US, Ver 5.1)",USA,v5.1,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblr1,"Bubble Bobble (US, v1.0)","Bubble Bobble (US, Ver 1.0)",USA,v1.0,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublcave,Bubble Bobble- Lost Cave (v1.2) [hb],Bubble Bobble Lost Cave V1.2,,v1.2,yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublcave10,Bubble Bobble- Lost Cave (v1.0) [hb],Bubble Bobble Lost Cave V1.0,,v1.0,yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublcave11,Bubble Bobble- Lost Cave (v1.1) [hb],Bubble Bobble Lost Cave V1.1,,v1.1,yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bullet,Bullet (W),Bullet (FD1094 317-0041),World,FD1094 317-0041,no,,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,3,8-way,,4
captcomm,"Captain Commando (W, 911202)",Captain Commando -World 911202-,World,911202,no,,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommj,"Captain Commando (JP, 911202)",Captain Commando -Japan 911202-,Japan,911202,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommjr1,"Captain Commando (JP, 920928)",Captain Commando -Japan 910928-,Japan,920928,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommr1,"Captain Commando (W, 911014)",Captain Commando -World 911014-,World,911014,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommu,"Captain Commando (US, 920928)",Captain Commando -USA 910928-,USA,920928,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
cawing,"Carrier Air Wing (W, 901012)",Carrier Air Wing -World 901012-,World,901012,no,,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingj,"U.S. Navy (JP, 901012)",U.S. Navy -Japan 901012-,Japan,901012,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingr1,"Carrier Air Wing (W, 901990)",Carrier Air Wing -World 901009-,World,901990,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingu,"Carrier Air Wing (US, 901130)",Carrier Air Wing -USA 901130-,USA,901130,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingur1,"Carrier Air Wing (US, 901012)",Carrier Air Wing -USA 901012-,USA,901012,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
chikij,"Chiki Chiki Boys (JP, 900619)",Chiki Chiki Boys -Japan 900619-,Japan,900619,yes,Mega Twins,Capcom CPS-1,Mega Twins,no,no,1990,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
choko,"Janpai Puzzle Choukou (JP, 010820)",Janpai Puzzle Choukou (Japan 010820),Japan,010820,no,,Capcom CPS-2,,no,no,2001,Mitchell / Capcom,Puzzle,,15kHz,horizontal,n/a,,1,8-way,n/a,3
comdelux,Commando Deluxe [hb],Commando Deluxe - HBMAME,World,,yes,Commando,Capcom CPS-0,Commando,yes,no,2002,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
comdlux1,Commando Deluxe Again [hb],Commando Deluxe Again - HBMame,,,yes,Commando,Capcom CPS-0,Commando,yes,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
